249.2	C2349370	Diabetes_mellitus	Secondary diabetes mellitus with hyperosmolarity, not stated as uncontrolled, or unspecified
249.2	C2349372	Diabetes_mellitus	Secondary diabetes mellitus with hyperosmolarity, not stated as uncontrolled, or unspecified
249.21	C2349371	Diabetes_mellitus	Secondary diabetes mellitus with hyperosmolarity, uncontrolled
249.3	C2349374	Diabetes_mellitus	Secondary diabetes mellitus with other coma, not stated as uncontrolled, or unspecified
249.3	C2349376	Diabetes_mellitus	Secondary diabetes mellitus with other coma, not stated as uncontrolled, or unspecified
249.31	C2349375	Diabetes_mellitus	Secondary diabetes mellitus with other coma, uncontrolled
249.4	C2349382	Diabetes_mellitus	Secondary diabetes mellitus with renal manifestations, not stated as uncontrolled, or unspecified
249.4	C2349380	Diabetes_mellitus	Secondary diabetes mellitus with renal manifestations, not stated as uncontrolled, or unspecified
249.41	C2349381	Diabetes_mellitus	Secondary diabetes mellitus with renal manifestations, uncontrolled
249.5	C2349383	Diabetes_mellitus	Secondary diabetes mellitus with ophthalmic manifestations, not stated as uncontrolled, or unspecified
249.5	C2349385	Diabetes_mellitus	Secondary diabetes mellitus with ophthalmic manifestations, not stated as uncontrolled, or unspecified
249.51	C2349384	Diabetes_mellitus	Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled
249.6	C2349388	Diabetes_mellitus	Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified
249.6	C2349386	Diabetes_mellitus	Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified
249.61	C2349387	Diabetes_mellitus	Secondary diabetes mellitus with neurological manifestations, uncontrolled
249.7	C2349391	Diabetes_mellitus	Secondary diabetes mellitus with peripheral circulatory disorders, not stated as uncontrolled, or unspecified
249.7	C2349389	Diabetes_mellitus	Secondary diabetes mellitus with peripheral circulatory disorders, not stated as uncontrolled, or unspecified
249.71	C2349390	Diabetes_mellitus	Secondary diabetes mellitus with peripheral circulatory disorders, uncontrolled
249.8	C2349392	Diabetes_mellitus	Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified
249.8	C2349394	Diabetes_mellitus	Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified
249.81	C2349393	Diabetes_mellitus	Secondary diabetes mellitus with other specified manifestations, uncontrolled
249.9	C2349399	Diabetes_mellitus	Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified
249.9	C2349397	Diabetes_mellitus	Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified
249.91	C2349398	Diabetes_mellitus	Secondary diabetes mellitus with unspecified complication, uncontrolled
250	C0011849	Diabetes_mellitus	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
250	C0375113	Diabetes_mellitus	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
250	C0271635	Diabetes_mellitus	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
250.01	C0375114	Diabetes_mellitus	Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled
250.02	C0375115	Diabetes_mellitus	Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled
250.03	C0375116	Diabetes_mellitus	Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled
250.1	C0011880	Diabetes_mellitus	Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled
250.1	C0375117	Diabetes_mellitus	Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled
250.11	C0375118	Diabetes_mellitus	Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled
250.12	C0375119	Diabetes_mellitus	Diabetes with ketoacidosis, type II or unspecified type, uncontrolled
250.13	C0375120	Diabetes_mellitus	Diabetes with ketoacidosis, type I [juvenile type], uncontrolled
250.2	C0375121	Diabetes_mellitus	Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled
250.2	C0375122	Diabetes_mellitus	Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled
250.21	C0375123	Diabetes_mellitus	Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled
250.22	C0375124	Diabetes_mellitus	Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled
250.23	C0375125	Diabetes_mellitus	Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled
250.3	C0011870	Diabetes_mellitus	Diabetes with other coma, type II or unspecified type, not stated as uncontrolled
250.3	C0375126	Diabetes_mellitus	Diabetes with other coma, type II or unspecified type, not stated as uncontrolled
250.31	C0375127	Diabetes_mellitus	Diabetes with other coma, type I [juvenile type], not stated as uncontrolled
250.32	C0375128	Diabetes_mellitus	Diabetes with other coma, type II or unspecified type, uncontrolled
250.33	C0375129	Diabetes_mellitus	Diabetes with other coma, type I [juvenile type], uncontrolled
250.4	C0011881	Diabetes_mellitus	Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled
250.4	C0375130	Diabetes_mellitus	Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled
250.41	C0375131	Diabetes_mellitus	Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled
250.42	C0375132	Diabetes_mellitus	Diabetes with renal manifestations, type II or unspecified type, uncontrolled
250.43	C0375133	Diabetes_mellitus	Diabetes with renal manifestations, type I [juvenile type], uncontrolled
250.5	C0375134	Diabetes_mellitus	Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled
250.5	C0342245	Diabetes_mellitus	Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled
250.51	C0375135	Diabetes_mellitus	Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled
250.52	C0376128	Diabetes_mellitus	Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled
250.53	C0375136	Diabetes_mellitus	Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled
250.6	C0375137	Diabetes_mellitus	Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled
250.6	C0011882	Diabetes_mellitus	Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled
250.61	C0375138	Diabetes_mellitus	Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled
250.62	C0375139	Diabetes_mellitus	Diabetes with neurological manifestations, type II or unspecified type, uncontrolled
250.63	C0375140	Diabetes_mellitus	Diabetes with neurological manifestations, type I [juvenile type], uncontrolled
250.7	C0011871	Diabetes_mellitus	Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled
250.7	C0375141	Diabetes_mellitus	Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled
250.71	C0375142	Diabetes_mellitus	Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled
250.72	C0375143	Diabetes_mellitus	Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled
250.73	C0375144	Diabetes_mellitus	Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled
250.8	C0375145	Diabetes_mellitus	Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled
250.8	C0154183	Diabetes_mellitus	Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled
250.81	C0375146	Diabetes_mellitus	Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled
250.82	C0375147	Diabetes_mellitus	Diabetes with other specified manifestations, type II or unspecified type, uncontrolled
250.83	C0375148	Diabetes_mellitus	Diabetes with other specified manifestations, type I [juvenile type], uncontrolled
250.9	C0375149	Diabetes_mellitus	Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled
250.9	C0342257	Diabetes_mellitus	Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled
250.91	C0375150	Diabetes_mellitus	Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled
250.92	C0375151	Diabetes_mellitus	Diabetes with unspecified complication, type II or unspecified type, uncontrolled
250.93	C0375152	Diabetes_mellitus	Diabetes with unspecified complication, type I [juvenile type], uncontrolled
357.2	C0271680	Diabetes_mellitus	Polyneuropathy in diabetes
362.01	C0004606	Diabetes_mellitus	Background diabetic retinopathy
362.02	C0154830	Diabetes_mellitus	Proliferative diabetic retinopathy
362.03	C0004606	Diabetes_mellitus	Nonproliferative diabetic retinopathy NOS
362.04	C1561894	Diabetes_mellitus	Mild nonproliferative diabetic retinopathy
362.05	C0730277	Diabetes_mellitus	Moderate nonproliferative diabetic retinopathy
362.06	C0730278	Diabetes_mellitus	Severe nonproliferative diabetic retinopathy
366.41	C0011876	Diabetes_mellitus	Diabetic cataract
272	C0154251	Hyperlipidemia	Pure hypercholesterolemia
272	C0678189	Hyperlipidemia	Pure hypercholesterolemia
272.1	C0020480	Hyperlipidemia	Pure hyperglyceridemia
272.2	C0020474	Hyperlipidemia	Mixed hyperlipidemia
272.3	C0023817	Hyperlipidemia	Hyperchylomicronemia
272.4	C0348494	Hyperlipidemia	Other and unspecified hyperlipidemia
278	C0028754	Obesity	Obesity, unspecified
278	C1561827	Obesity	Obesity, unspecified
278	C1561826	Obesity	Obesity, unspecified
278.01	C0028756	Obesity	Morbid obesity
278.02	C0497406	Obesity	Overweight
430	C0038525	Stroke_or_TIA	Subarachnoid hemorrhage
431	C2937358	Stroke_or_TIA	Intracerebral hemorrhage
433.01	C0375274	Stroke_or_TIA	Occlusion and stenosis of basilar artery with cerebral infarction
433.11	C0375276	Stroke_or_TIA	Occlusion and stenosis of carotid artery with cerebral infarction
433.21	C0375278	Stroke_or_TIA	Occlusion and stenosis of vertebral artery with cerebral infarction
433.31	C0375280	Stroke_or_TIA	Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction
433.81	C0375282	Stroke_or_TIA	Occlusion and stenosis of other specified precerebral artery with cerebral infarction
433.91	C0375284	Stroke_or_TIA	Occlusion and stenosis of unspecified precerebral artery with cerebral infarction
434	C0028790	Stroke_or_TIA	Cerebral thrombosis without mention of cerebral infarction
434	C0079102	Stroke_or_TIA	Cerebral thrombosis without mention of cerebral infarction
434	C0375285	Stroke_or_TIA	Cerebral thrombosis without mention of cerebral infarction
434.01	C0375286	Stroke_or_TIA	Cerebral thrombosis with cerebral infarction
434.1	C0007780	Stroke_or_TIA	Cerebral embolism without mention of cerebral infarction
434.1	C0375287	Stroke_or_TIA	Cerebral embolism without mention of cerebral infarction
434.11	C0375288	Stroke_or_TIA	Cerebral embolism with cerebral infarction
434.9	C0028790	Stroke_or_TIA	Cerebral artery occlusion, unspecified without mention of cerebral infarction
434.9	C0375290	Stroke_or_TIA	Cerebral artery occlusion, unspecified without mention of cerebral infarction
434.91	C0375291	Stroke_or_TIA	Cerebral artery occlusion, unspecified with cerebral infarction
435	C0004812	Stroke_or_TIA	Basilar artery syndrome
435	C0917805	Stroke_or_TIA	Basilar artery syndrome
435.1	C2931914	Stroke_or_TIA	Vertebral artery syndrome
435.3	C0042568	Stroke_or_TIA	Vertebrobasilar artery syndrome
435.8	C0155728	Stroke_or_TIA	Other specified transient cerebral ischemias
435.9	C0917805	Stroke_or_TIA	Unspecified transient cerebral ischemia
436	C0001365	Stroke_or_TIA	Acute, but ill-defined, cerebrovascular disease
997.02	C0375722	Stroke_or_TIA	Iatrogenic cerebrovascular infarction or hemorrhage
493	C0004096	Asthma	Extrinsic asthma, unspecified
493	C0155877	Asthma	Extrinsic asthma, unspecified
493	C0155878	Asthma	Extrinsic asthma, unspecified
493.01	C0155879	Asthma	Extrinsic asthma with status asthmaticus
493.02	C1176339	Asthma	Extrinsic asthma with (acute) exacerbation
493.1	C0155880	Asthma	Intrinsic asthma, unspecified
493.1	C0155881	Asthma	Intrinsic asthma, unspecified
493.11	C0155882	Asthma	Intrinsic asthma with status asthmaticus
493.12	C1176340	Asthma	Intrinsic asthma with (acute) exacerbation
493.2	C0375333	Asthma	Chronic obstructive asthma, unspecified
493.2	C0155883	Asthma	Chronic obstructive asthma, unspecified
493.21	C0375334	Asthma	Chronic obstructive asthma with status asthmaticus
493.22	C1176341	Asthma	Chronic obstructive asthma with (acute) exacerbation
493.81	C0015263	Asthma	Exercise induced bronchospasm
493.82	C0694548	Asthma	Cough variant asthma
493.9	C0004096	Asthma	Asthma, unspecified type, unspecified
493.9	C0155886	Asthma	Asthma, unspecified type, unspecified
493.91	C0038218	Asthma	Asthma, unspecified type, with status asthmaticus
493.92	C1176342	Asthma	Asthma, unspecified type, with (acute) exacerbation
733	C0029456	Osteoporosis	Osteoporosis, unspecified
733	C0029586	Osteoporosis	Osteoporosis, unspecified
733	C0029456	Osteoporosis	Osteoporosis, unspecified
733.01	C0029459	Osteoporosis	Senile osteoporosis
733.02	C0158447	Osteoporosis	Idiopathic osteoporosis
733.03	C0152256	Osteoporosis	Disuse osteoporosis
733.09	C0029694	Osteoporosis	Other osteoporosis
427.31	C0004238	Atrial fibrillation	Atrial fibrillation
331	C0002395	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
331	C0154668	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
331.11	C0236642	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Pick's disease
331.19	C1260406	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Other frontotemporal dementia
331.2	C0154669	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile degeneration of brain
331.7	C0393647	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Cerebral degeneration in diseases classified elsewhere
290	C0011268	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
290	C0497327	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
290.1	C0677545	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Presenile dementia, uncomplicated
290.1	C0011265	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Presenile dementia, uncomplicated
290.11	C0154309	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Presenile dementia with delirium
290.12	C0154310	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Presenile dementia with delusional features
290.13	C0338629	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Presenile dementia with depressive features
290.2	C0859643	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia with delusional features
290.2	C1269750	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia with delusional features
290.21	C0338631	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia with depressive features
290.3	C0154315	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia with delirium
290.4	C0011269	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Vascular dementia, uncomplicated
290.4	C0236650	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Vascular dementia, uncomplicated
290.41	C0236651	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Vascular dementia, with delirium
290.42	C0236652	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Vascular dementia, with delusions
290.43	C0236653	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Vascular dementia, with depressed mood
294	C0002625	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Amnestic disorder in conditions classified elsewhere
294	C0154336	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Amnestic disorder in conditions classified elsewhere
294.1	C0878691	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Dementia in conditions classified elsewhere without behavioral disturbance
294.1	C0338632	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Dementia in conditions classified elsewhere without behavioral disturbance
294.11	C0878692	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Dementia in conditions classified elsewhere with behavioral disturbance
294.2	C0497327	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Dementia, unspecified, without behavioral disturbance
294.2	C3161078	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Dementia, unspecified, without behavioral disturbance
294.21	C3161079	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Dementia, unspecified, with behavioral disturbance
294.8	C0154338	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Other persistent mental disorders due to conditions classified elsewhere
797	C0036654	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senility without mention of psychosis
490	C0006277	COPD_and_Bronchiectasis	Bronchitis, not specified as acute or chronic
491	C0008677	COPD_and_Bronchiectasis	Simple chronic bronchitis
491	C0155872	COPD_and_Bronchiectasis	Simple chronic bronchitis
491.1	C0155873	COPD_and_Bronchiectasis	Mucopurulent chronic bronchitis
491.8	C0029544	COPD_and_Bronchiectasis	Other chronic bronchitis
491.9	C0008677	COPD_and_Bronchiectasis	Unspecified chronic bronchitis
492	C0034067	COPD_and_Bronchiectasis	Emphysematous bleb
492	C0152242	COPD_and_Bronchiectasis	Emphysematous bleb
492.8	C0029607	COPD_and_Bronchiectasis	Other emphysema
491.2	C0155874	COPD_and_Bronchiectasis	Obstructive chronic bronchitis without exacerbation
491.2	C0155875	COPD_and_Bronchiectasis	Obstructive chronic bronchitis without exacerbation
491.21	C0155876	COPD_and_Bronchiectasis	Obstructive chronic bronchitis with (acute) exacerbation
491.22	C1456131	COPD_and_Bronchiectasis	Obstructive chronic bronchitis with acute bronchitis
494	C0006267	COPD_and_Bronchiectasis	Bronchiectasis without acute exacerbation
494	C0878695	COPD_and_Bronchiectasis	Bronchiectasis without acute exacerbation
494.1	C0878696	COPD_and_Bronchiectasis	Bronchiectasis with acute exacerbation
496	C0302378	COPD_and_Bronchiectasis	Chronic airway obstruction, not elsewhere classified
296.2	C0024517	Depression	Major depressive affective disorder, single episode, unspecified
296.2	C0024517	Depression	Major depressive affective disorder, single episode, unspecified
296.21	C0154403	Depression	Major depressive affective disorder, single episode, mild
296.22	C0154404	Depression	Major depressive affective disorder, single episode, moderate
296.23	C0154405	Depression	Major depressive affective disorder, single episode, severe, without mention of psychotic behavior
296.24	C0154406	Depression	Major depressive affective disorder, single episode, severe, specified as with psychotic behavior
296.25	C0338886	Depression	Major depressive affective disorder, single episode, in partial or unspecified remission
296.26	C0154408	Depression	Major depressive affective disorder, single episode, in full remission
296.3	C0154409	Depression	Major depressive affective disorder, recurrent episode, unspecified
296.3	C0154409	Depression	Major depressive affective disorder, recurrent episode, unspecified
296.31	C0154410	Depression	Major depressive affective disorder, recurrent episode, mild
296.32	C0154411	Depression	Major depressive affective disorder, recurrent episode, moderate
296.33	C0154412	Depression	Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior
296.34	C0154413	Depression	Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior
296.35	C0338893	Depression	Major depressive affective disorder, recurrent episode, in partial or unspecified remission
296.36	C0154415	Depression	Major depressive affective disorder, recurrent episode, in full remission
296.51	C0154424	Depression	Bipolar I disorder, most recent episode (or current) depressed, mild
296.52	C0154425	Depression	Bipolar I disorder, most recent episode (or current) depressed, moderate
296.53	C0154426	Depression	Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior
296.54	C0154427	Depression	Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior
296.55	C0154428	Depression	Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission
296.56	C0154429	Depression	Bipolar I disorder, most recent episode (or current) depressed, in full remission
296.6	C1456306	Depression	Bipolar I disorder, most recent episode (or current) mixed, unspecified
296.6	C0236780	Depression	Bipolar I disorder, most recent episode (or current) mixed, unspecified
296.61	C2874891	Depression	Bipolar I disorder, most recent episode (or current) mixed, mild
296.62	C2874892	Depression	Bipolar I disorder, most recent episode (or current) mixed, moderate
296.63	C0154432	Depression	Bipolar I disorder, most recent episode (or current) mixed, severe, without mention of psychotic behavior
296.64	C0154433	Depression	Bipolar I disorder, most recent episode (or current) mixed, severe, specified as with psychotic behavior
296.65	C0154434	Depression	Bipolar I disorder, most recent episode (or current) mixed, in partial or unspecified remission
296.66	C0270434	Depression	Bipolar I disorder, most recent episode (or current) mixed, in full remission
296.89	C1456308	Depression	Other bipolar disorders
298	C0270458	Depression	Depressive type psychosis
298	C0154442	Depression	Depressive type psychosis
300.4	C0013415	Depression	Dysthymic disorder
309.1	C0154583	Depression	Prolonged depressive reaction
311	C0868892	Depression	Depressive disorder, not elsewhere classified
16	C0041328	Chronic_Kidney_Disease	Tuberculosis of kidney, unspecified
16	C0041333	Chronic_Kidney_Disease	Tuberculosis of kidney, unspecified
16	C0152462	Chronic_Kidney_Disease	Tuberculosis of kidney, unspecified
16	C0041328	Chronic_Kidney_Disease	Tuberculosis of kidney, unspecified
16	C0196947	Chronic_Kidney_Disease	Tuberculosis of kidney, unspecified
16.01	C0152787	Chronic_Kidney_Disease	Tuberculosis of kidney, bacteriological or histological examination not done
16.01	C0196955	Chronic_Kidney_Disease	Tuberculosis of kidney, bacteriological or histological examination not done
16.02	C0152788	Chronic_Kidney_Disease	Tuberculosis of kidney, bacteriological or histological examination unknown (at present)
16.02	C0176290	Chronic_Kidney_Disease	Tuberculosis of kidney, bacteriological or histological examination unknown (at present)
16.03	C0152789	Chronic_Kidney_Disease	Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy
16.04	C0152790	Chronic_Kidney_Disease	Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
16.05	C0152791	Chronic_Kidney_Disease	Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
